,target
374,30.887129545211792
375,33.04279017448425
376,30.773325204849243
377,39.550137758255005
381,48.17518639564514
382,48.46472358703613
383,48.91941452026367
384,48.80384397506714
385,48.80390167236328
386,49.2996244430542
387,50.236093521118164
388,50.06522035598755
389,47.43510127067566
390,49.9769651889801
391,50.739933252334595
392,55.82887005805969
393,60.23044490814209
394,66.38121366500854
395,67.27182030677795
396,70.60239052772522
397,80.60981774330139
399,84.8507399559021
400,85.13239359855652
401,78.63178753852844
402,72.66914582252502
403,71.40582585334778
405,69.94016790390015
406,69.83748388290405
407,59.942387104034424
409,48.548001766204834
410,48.39185619354248
411,48.10669422149658
412,47.36456036567688
414,46.86078715324402
415,48.08753514289856
418,55.19474673271179
419,55.393601179122925
420,53.01176428794861
421,53.57837176322937
422,52.473737478256226
423,48.35199761390686
425,44.26478290557861
427,31.200084686279297
428,26.588690280914307
429,25.960044145584106
431,25.850815773010254
432,27.154873847961426
433,29.71625804901123
435,27.1292564868927
436,26.67723774909973
437,26.66506314277649
439,26.66506314277649
440,26.664803743362427
441,26.665424585342407
442,26.67648196220398
443,26.67749524116516
444,25.847429513931274
445,24.632488489151
446,21.679847478866577
447,19.65864634513855
448,18.874114751815796
449,19.014610052108765
450,19.536601305007935
451,18.527916193008423
452,14.928744554519653
453,15.346291780471802
454,16.525474548339844
455,17.629786014556885
456,17.0492000579834
457,23.200594902038574
461,25.24630570411682
462,23.87893319129944
463,21.232866048812866
467,24.952640295028687
468,30.122695207595825
469,30.138533353805542
470,32.796062707901
471,33.94231152534485
472,34.73044276237488
473,40.24321150779724
474,45.83106207847595
475,46.496211767196655
476,45.55736565589905
478,55.84267497062683
479,61.494464635849
480,67.98203778266907
481,73.97769808769226
483,80.71934342384338
484,84.25927567481995
487,87.7898542881012
488,106.69295358657837
489,111.02318716049194
490,110.7700982093811
491,113.01138162612915
493,117.93467950820923
494,125.02880716323853
495,137.6320161819458
499,150.81015920639038
500,154.18714427947998
501,165.8518829345703
502,165.78701210021973
503,161.31243991851807
504,157.76509952545166
505,160.66295433044434
506,165.7592635154724
507,181.01675367355347
508,179.52340269088745
509,173.53926849365234
510,166.36839532852173
511,159.77719020843506
512,157.88597869873047
513,151.83032321929932
515,142.21907901763916
516,137.9558606147766
517,139.39500427246094
519,117.28848886489868
520,117.12798261642456
522,117.19818878173828
524,107.63057899475098
525,94.96227598190308
526,96.92848658561707
528,87.83447241783142
529,88.86442923545837
530,91.39881491661072
531,78.8413360118866
533,77.71154427528381
534,76.25721096992493
535,73.68238711357117
536,69.96206140518188
537,48.61213684082031
538,49.024346351623535
540,53.98275089263916
541,55.06541156768799
542,56.66535520553589
543,56.82139492034912
545,56.20107364654541
547,60.89223337173462
548,65.68566465377808
549,67.31572341918945
550,67.75885009765625
551,64.58973407745361
552,64.03951406478882
553,61.776182651519775
554,63.93636965751648
556,58.67774486541748
557,59.46122360229492
559,59.05272960662842
560,52.769734382629395
561,54.92402648925781
563,59.827017307281494
564,60.19669723510742
565,59.592758655548096
567,58.2469584941864
568,58.98194336891174
569,56.792683362960815
570,56.92584490776062
571,62.44566082954407
572,60.8489305973053
573,61.496752977371216
574,61.77941107749939
575,61.7972195148468
576,61.712011098861694
577,51.45511317253113
580,42.87769556045532
581,43.02645015716553
582,43.121291637420654
584,40.962353467941284
585,47.6465117931366
586,67.2252848148346
587,75.16772294044495
588,79.92601656913757
589,76.0766499042511
590,79.07602834701538
591,76.93286466598511
592,74.1186375617981
593,72.22123956680298
594,72.44082307815552
595,82.59992599487305
596,84.82638216018677
597,86.77775764465332
598,91.60600781440735
599,91.83754420280457
600,89.85063862800598
601,87.23843455314636
602,92.94513535499573
603,94.16286206245422
604,95.8656792640686
605,98.41192483901978
607,106.87099766731262
608,107.75435495376587
609,107.75007486343384
611,106.93715381622314
614,105.58443021774292
615,98.14655303955078
616,80.51748180389404
617,77.68700170516968
618,71.2249960899353
619,69.99872279167175
621,69.87490463256836
622,71.62899684906006
623,72.93152809143066
624,78.66414475440979
625,77.44734311103821
626,74.09700512886047
627,79.90119576454163
628,74.16899156570435
629,76.03693771362305
630,75.53177309036255
631,71.98612546920776
632,71.89392852783203
633,72.80586624145508
635,71.10081458091736
636,71.14109373092651
637,67.43940830230713
638,70.52063465118408
639,72.81692314147949
642,78.00974345207214
643,80.38700985908508
644,84.34696173667908
645,90.89248824119568
646,90.6328558921814
649,85.733638048172
650,85.87997794151306
651,83.85561108589172
652,82.10441946983337
653,83.07861065864563
654,79.33219337463379
655,72.78141403198242
656,72.1753454208374
658,76.88499569892883
659,74.99775242805481
661,87.58173394203186
663,80.5355293750763
664,78.89737868309021
665,79.45201373100281
666,80.80001997947693
667,76.98686981201172
668,73.27632999420166
669,70.93589687347412
670,71.0736436843872
671,73.55374574661255
672,70.0870668888092
673,78.4841468334198
676,77.30572175979614
677,81.53662633895874
678,81.53308391571045
679,82.39190435409546
681,88.17556619644165
682,88.06102705001831
683,92.89964532852173
685,104.6614191532135
686,106.99897980690002
687,104.66357612609863
688,102.72474145889282
689,102.75916719436646
690,97.7767424583435
691,94.64933514595032
692,97.88329195976257
694,96.8412652015686
695,95.81879663467407
696,93.26252698898315
697,95.80833172798157
698,95.5714943408966
699,95.58803391456604
700,95.62176537513733
703,81.05886650085449
704,75.16229677200317
705,81.94940328598022
706,83.35667991638184
707,80.30809617042542
708,81.45604586601257
709,80.93067479133606
710,75.02858710289001
712,80.35091423988342
713,74.24224638938904
715,57.432541847229004
716,54.14038896560669
717,46.93176245689392
718,43.981242179870605
719,43.617547035217285
720,40.05525779724121
722,37.09141182899475
723,37.018529176712036
724,36.780476331710815
725,36.21983218193054
726,37.737425565719604
727,35.02080750465393
728,34.39942908287048
729,34.20744824409485
730,43.25625252723694
732,49.75891733169556
735,43.34147667884827
737,44.78336524963379
738,48.09181880950928
739,65.52145957946777
740,75.45966482162476
741,94.78751182556152
742,96.30574703216553
743,99.43235492706299
744,105.34780359268188
745,110.48140287399292
746,111.8345775604248
747,113.75340723991394
748,115.4927396774292
749,116.38888311386108
750,115.93479609489441
751,116.11460852622986
752,117.01531147956848
753,123.22380423545837
754,123.97594451904297
755,127.02344751358032
756,129.6872832775116
757,129.54452061653137
758,129.45420861244202
759,133.79416966438293
760,128.38798117637634
761,132.29881024360657
762,126.59709095954895
763,124.46024990081787
765,124.08258390426636
766,122.38651776313782
768,112.95323657989502
769,95.15159010887146
770,83.35447287559509
771,62.38301491737366
772,56.042699098587036
774,45.9301393032074
775,40.78013730049133
776,39.38899540901184
777,37.37816119194031
778,35.637407064437866
779,34.77924180030823
780,36.36149501800537
781,35.78552484512329
782,34.39666271209717
783,28.76127529144287
784,29.008132457733154
785,26.01701831817627
787,40.74242615699768
788,41.35193228721619
792,37.21037578582764
793,38.01366186141968
794,42.37122297286987
795,47.920411586761475
797,50.45459175109863
799,60.06334090232849
800,61.27215933799744
801,61.275789976119995
802,60.98787522315979
803,60.15630269050598
804,60.19558596611023
805,60.879215478897095
807,68.7937695980072
808,74.21841025352478
809,74.18655323982239
810,73.67567229270935
811,73.73038363456726
812,78.4761221408844
813,90.5819776058197
814,97.63256096839905
815,106.8672387599945
819,96.50031447410583
822,101.0409746170044
824,99.11284732818604
825,94.65690755844116
827,95.53307390213013
828,97.72325706481934
829,88.97054672241211
830,89.25274229049683
833,96.84678220748901
834,97.02020692825317
835,96.3367509841919
836,96.61563682556152
837,89.55875444412231
838,84.83312606811523
839,89.35993337631226
840,88.90311908721924
841,89.41842126846313
843,72.69533157348633
845,55.53244972229004
847,47.414021015167236
848,58.32010889053345
849,59.65146994590759
850,66.16748356819153
851,75.60814261436462
853,70.41012072563171
854,72.51823782920837
856,71.36698269844055
857,68.43087220191956
858,66.65648865699768
859,65.94889664649963
860,64.42301487922668
861,64.05790448188782
862,64.13652062416077
863,58.46105909347534
865,60.308796882629395
866,61.12518548965454
867,61.08139944076538
868,67.41355800628662
869,63.66637706756592
870,64.42405581474304
871,64.05901026725769
872,65.10147738456726
873,68.48411679267883
874,69.59713530540466
875,70.99114346504211
876,78.76570677757263
877,87.87983894348145
878,75.96742486953735
881,56.104092597961426
883,54.259565591812134
884,52.99910497665405
886,51.54304242134094
890,58.22885870933533
891,59.24029040336609
893,58.68453931808472
894,57.64517688751221
895,56.83670616149902
896,55.562588691711426
897,54.991819620132446
899,49.22912287712097
900,48.036556243896484
901,48.81742763519287
902,52.49737739562988
903,55.38405990600586
905,55.642993450164795
906,48.22232103347778
907,39.05655527114868
908,38.20116853713989
909,38.15436029434204
911,37.98864459991455
912,38.32512354850769
913,37.20097613334656
915,32.97386956214905
917,33.30676627159119
918,33.20905804634094
919,33.15442156791687
920,25.66184401512146
921,23.854889154434204
922,24.67670440673828
923,24.937353372573853
924,24.720987558364868
926,29.020289659500122
927,32.44419622421265
930,38.05851125717163
932,37.53502082824707
933,36.8879919052124
934,52.57806968688965
935,53.88104772567749
936,54.174866676330566
937,54.45092296600342
938,54.11026120185852
939,57.95890021324158
940,62.016485929489136
942,61.496246576309204
943,61.665305376052856
944,61.64737391471863
946,62.92370676994324
947,65.67960381507874
948,79.26168417930603
949,83.42452073097229
950,93.64965558052063
951,94.50604033470154
953,101.06861996650696
954,109.21817302703857
955,115.78239631652832
956,119.6240611076355
957,124.43448877334595
958,126.49923038482666
960,120.84261083602905
961,123.0541296005249
963,118.54974508285522
964,123.29295182228088
965,123.05200839042664
966,126.22569108009338
968,127.75792074203491
969,127.9549970626831
971,126.35498905181885
972,129.18479108810425
975,150.7412428855896
976,149.70266008377075
977,147.64687585830688
978,134.64580059051514
979,131.2333869934082
980,121.11321949958801
981,120.47546601295471
982,117.01187491416931
983,112.16501879692078
986,98.10763502120972
987,90.57715606689453
989,89.91464138031006
990,88.63539743423462
991,84.98102760314941
993,93.63730978965759
994,72.99015998840332
996,73.00451755523682
997,73.05539989471436
999,72.49826431274414
1000,73.98791217803955
1002,80.38877201080322
1003,76.68994665145874
1004,67.69652032852173
1005,79.1025390625
1006,78.8382785320282
1007,78.81537318229675
1008,79.0579206943512
1009,85.20699334144592
1010,86.94226932525635
1011,91.69587469100952
1014,99.67651224136353
1015,99.98921847343445
1016,94.50211906433105
1017,94.65392732620239
1018,93.017813205719
1019,101.14664459228516
1020,101.20232105255127
1022,94.50121259689331
1023,86.6740951538086
1026,84.05565309524536
1027,86.7085633277893
1028,83.53944110870361
1029,82.04000473022461
1030,81.17636156082153
1031,77.93901920318604
1033,65.01218175888062
1034,70.37532043457031
1036,63.277393102645874
1037,64.56538271903992
1038,65.6939446926117
1039,60.127578020095825
1040,60.20669770240784
1041,64.71173214912415
1042,61.85421538352966
1044,57.37248349189758
1045,56.68040657043457
1046,55.314247369766235
1049,45.23559641838074
1050,45.15750241279602
1051,45.12259793281555
1052,45.235143184661865
1054,44.48024797439575
1056,40.6521430015564
1057,38.29356670379639
1058,38.95193529129028
1059,38.72021436691284
1060,37.55022859573364
1061,40.379416942596436
1064,43.89745044708252
1065,44.794832706451416
1066,42.98026084899902
1067,41.601375102996826
1069,38.31612491607666
1070,36.396761894226074
1071,26.91932487487793
1072,26.403170108795166
1073,29.99632692337036
1074,34.20344829559326
1075,34.74766516685486
1079,36.72027134895325
1080,39.112541913986206
1081,40.24509882926941
1082,40.323460817337036
1083,40.93542408943176
1085,40.58531928062439
1087,39.6216299533844
1088,38.17998480796814
1089,37.99065041542053
1090,37.86590933799744
1092,27.60267186164856
1093,25.363190412521362
1094,23.91817617416382
1095,20.53189992904663
1097,25.736866235733032
1098,35.83097958564758
1099,37.74921488761902
1100,38.12903904914856
1101,38.13073468208313
1102,38.08650803565979
1103,34.027549505233765
1104,29.50104546546936
1105,43.757054567337036
1107,53.027456760406494
1108,52.48195743560791
1109,52.576157093048096
1110,50.72658848762512
1111,55.460734128952026
1112,58.23318123817444
1113,60.37184524536133
1114,63.72795796394348
1116,68.77523565292358
1117,69.97083520889282
1118,70.7941951751709
1119,70.79473876953125
1121,70.71760702133179
1122,70.67745780944824
1123,70.66762065887451
1124,73.35280919075012
1125,71.98609566688538
1126,65.73277592658997
1128,58.03010368347168
1130,56.002339363098145
1131,56.00068712234497
1132,60.23173379898071
1133,65.47863817214966
1135,55.776044845581055
1137,51.05449676513672
1138,51.8281774520874
1141,46.612704038619995
1143,40.88542342185974
1144,37.41557598114014
1145,32.346035957336426
1146,32.340041160583496
1147,31.166773796081543
1149,31.19199228286743
1150,31.320688247680664
1151,31.322088718414307
1153,31.72072172164917
1157,38.907426595687866
1158,36.413817167282104
1159,40.19843316078186
1161,45.51036524772644
1163,47.46793580055237
1166,39.63294720649719
1167,37.64969182014465
1168,35.71488976478577
1169,34.25086808204651
1170,34.218257665634155
1171,34.218257665634155
1172,35.05075144767761
1173,35.14139366149902
1174,36.90468764305115
1175,37.60138487815857
1176,48.9207980632782
1177,49.66793465614319
1178,52.02932524681091
1179,53.870590686798096
1180,54.10352945327759
1181,54.19791650772095
1182,53.94320631027222
1183,59.45615530014038
1184,59.75660467147827
1185,57.23823118209839
1186,53.242250204086304
1187,49.76538872718811
1189,47.21505284309387
1191,43.3572633266449
1192,35.289530515670776
1193,32.470452070236206
1195,31.742550134658813
1196,31.709314107894897
1197,31.68695616722107
1198,37.88680291175842
1199,42.295334577560425
1200,47.89831566810608
1201,49.281004667282104
1202,48.984291791915894
1203,54.356611013412476
1205,56.119805574417114
1206,51.476929903030396
1207,50.781201124191284
1208,48.77226138114929
1209,60.77086067199707
1210,69.43314599990845
1212,78.34665155410767
1213,77.57596683502197
1215,86.14461994171143
1216,93.3227767944336
1218,95.86177062988281
1219,98.32229709625244
1220,98.2463526725769
1221,98.52280044555664
1222,99.18195009231567
1223,99.68095898628235
1225,99.2158796787262
1226,99.99486470222473
1227,103.68959736824036
1230,87.52697968482971
1232,96.65939974784851
1233,91.60595965385437
1234,91.77889513969421
1236,81.1691210269928
1237,81.11305737495422
1238,80.78266930580139
1239,66.18441843986511
1240,57.986732721328735
1241,53.95018744468689
1242,49.193694829940796
1243,45.203306436538696
1244,42.219077348709106
1245,37.78679156303406
1246,30.683207750320435
1247,30.434821844100952
1248,30.27573847770691
1249,27.694125413894653
1250,27.169893503189087
1251,26.078169584274292
1253,36.0277955532074
1254,39.004836320877075
1255,39.04543662071228
1256,38.838005781173706
1257,36.22713828086853
1258,36.92556071281433
1260,37.662065267562866
1261,42.05375123023987
1262,32.970531702041626
1263,38.134175062179565
1264,39.136157751083374
1265,41.60168528556824
1266,59.302303075790405
1267,62.06804704666138
1268,68.83267641067505
1269,71.83164310455322
1270,72.77140760421753
1271,76.0740704536438
1272,80.59734344482422
1273,81.43595027923584
1274,82.08259868621826
1275,85.3229923248291
1276,85.82130193710327
1278,85.9921464920044
1279,87.2665901184082
1280,88.10468053817749
1281,88.7925591468811
1282,88.32236886024475
1284,81.11092400550842
1285,83.47117114067078
1286,83.64103817939758
1287,82.91947627067566
1288,82.32432818412781
1289,82.27245211601257
1290,81.59911847114563
1291,76.03714680671692
1293,69.87628388404846
1294,68.57835459709167
1295,66.11395144462585
1296,48.21918320655823
1297,45.59249782562256
1298,39.704164028167725
1299,39.814114570617676
1300,43.86119079589844
1301,40.587388038635254
1302,40.32473421096802
1303,39.27098274230957
1304,46.82463836669922
1305,49.6169490814209
1306,52.1314172744751
1307,52.578174114227295
1309,59.11188769340515
1310,58.25238347053528
1311,57.571398973464966
1312,58.381511926651
1314,56.73101472854614
1315,54.95450782775879
1317,73.61020755767822
1318,80.12141489982605
1319,85.8686146736145
1321,95.95040774345398
1322,105.87126898765564
1324,120.81948113441467
1325,121.00384545326233
1326,122.46561789512634
1327,127.62414216995239
1329,125.0476815700531
1330,124.28757166862488
1331,126.80610346794128
1332,130.44341349601746
1333,130.07198071479797
1335,119.01743769645691
1336,115.99429202079773
1337,115.68656611442566
1338,111.54300665855408
1339,104.07535576820374
1340,104.25571966171265
1341,104.57121896743774
1343,104.80661201477051
1344,100.14366602897644
1345,100.17655062675476
1346,85.61012244224548
1348,77.57081079483032
1349,72.94651627540588
1350,67.80583310127258
1351,64.0696120262146
1352,60.38949394226074
1353,55.42207431793213
1354,54.25960350036621
1355,59.39961314201355
1356,66.49455618858337
1357,69.27704358100891
1358,72.84045839309692
1359,73.64764738082886
1360,68.90266704559326
1361,66.98213243484497
1362,65.95963191986084
1363,68.51968622207642
1364,66.26324033737183
1365,68.2979187965393
1366,70.92593002319336
1367,70.91656923294067
1369,70.9034435749054
1370,70.76487922668457
1371,70.43918371200562
1372,69.93581485748291
1373,69.55338621139526
1375,73.14087295532227
1377,78.39702892303467
1379,88.3340196609497
1380,94.60283041000366
1381,100.64981317520142
1382,94.4669828414917
1383,91.07695245742798
1384,86.82314109802246
1385,85.24741911888123
1386,78.73811221122742
1387,72.55293703079224
1389,80.32310342788696
1390,82.39043760299683
1391,91.73235559463501
1393,86.01439166069031
1394,86.10179686546326
1395,83.63705658912659
1396,81.15014672279358
1397,82.25721907615662
1398,82.51668453216553
1399,82.56154537200928
1401,83.42612862586975
1402,85.25903058052063
1403,85.23407340049744
1404,96.23312973976135
1405,102.35274291038513
1406,107.20699977874756
1407,108.68934154510498
1408,109.90312933921814
1410,95.85923433303833
1412,89.95589590072632
1414,93.25822186470032
1415,102.258633852005
1416,105.46598219871521
1417,105.40800309181213
1418,103.51737999916077
1419,94.54041361808777
1420,94.36025404930115
1421,84.6122477054596
1422,81.34901523590088
1424,78.73820781707764
1425,81.01839876174927
1426,83.35479831695557
1427,82.24658060073853
1428,82.7342836856842
1429,86.84183812141418
1431,94.18598818778992
1432,102.69556546211243
1433,107.8121497631073
1434,97.57706618309021
1436,83.89754867553711
1437,89.96666383743286
1439,87.07159852981567
1440,85.23345708847046
1441,85.63919305801392
1444,81.72316431999207
1445,69.01127505302429
1446,63.75931763648987
1447,61.95234227180481
1448,61.825034379959106
1449,59.162087202072144
1450,56.96774697303772
1452,57.04186701774597
1453,56.97594666481018
1454,56.893821477890015
1455,54.44975924491882
1456,51.9237596988678
1457,56.44882655143738
1458,57.466675996780396
1461,54.945712089538574
1462,44.652841567993164
1463,39.31420612335205
1464,38.14792013168335
1465,35.320369720458984
1466,34.92732000350952
1467,23.904361248016357
1468,21.2651629447937
1470,19.39016056060791
1471,18.883079051971436
1472,18.839980125427246
1474,24.128204107284546
1475,24.43448042869568
1476,24.475560426712036
1479,36.991068601608276
1480,41.32926297187805
1481,47.65862011909485
1484,64.18815159797668
1485,72.02121901512146
1486,75.05342864990234
1488,74.25556921958923
1490,74.56547808647156
1494,83.54892134666443
1495,86.57517981529236
1496,96.78828120231628
1497,106.39175915718079
1498,108.00231719017029
1499,111.35382795333862
1500,111.29020547866821
1501,117.45331048965454
1502,119.63985538482666
1503,122.26895833015442
1504,117.4081084728241
1506,119.13171529769897
1507,114.79023742675781
1508,117.57368087768555
1510,115.58803272247314
1511,111.02417469024658
1512,116.18163776397705
1513,104.9592170715332
1514,110.6951675415039
1516,100.50249218940735
1517,100.41558265686035
1518,117.63949155807495
1519,115.76740837097168
1521,105.42021083831787
1522,114.05983638763428
1523,121.06454229354858
1524,125.86366033554077
1525,123.00726461410522
1526,112.66053009033203
1527,108.90429306030273
1529,109.10970187187195
1530,113.46819949150085
1531,109.4279716014862
1532,114.29195141792297
1533,117.1640625
1534,118.10729122161865
1535,117.43294262886047
1536,119.81194019317627
1537,122.88938808441162
1538,117.26256656646729
1539,118.87251091003418
1540,118.8143835067749
1541,123.94134855270386
1542,121.36223268508911
1543,122.01019048690796
1544,114.42013835906982
1545,119.17082810401917
1546,122.7705442905426
1547,123.34043526649475
1548,106.3156521320343
1550,117.6412603855133
1552,106.34507632255554
1553,106.39927697181702
1554,110.23213362693787
1555,110.13252997398376
1556,111.46648001670837
1557,106.68815445899963
1558,104.47523999214172
1559,101.4818742275238
1560,99.05504488945007
1562,90.24507546424866
1563,84.36027431488037
1564,82.70105123519897
1565,81.40339350700378
1566,80.19940495491028
1567,78.90852451324463
1568,78.17833375930786
1570,70.52284288406372
1571,63.58175563812256
1572,57.486899852752686
1573,56.580872535705566
1574,56.53260087966919
1575,52.93671250343323
1577,44.810868978500366
1578,44.42940878868103
1579,34.565794229507446
1581,34.87830853462219
1582,40.00491166114807
1583,32.99128746986389
1584,24.520576238632202
1585,24.44741129875183
1586,23.11298394203186
1588,24.084537506103516
1589,31.464104175567627
1590,29.77362823486328
1591,29.47791814804077
1592,29.464404106140137
1593,29.319257259368896
1594,29.314305067062378
1597,26.365039348602295
1598,26.14481496810913
1599,27.175859928131104
1600,26.617997646331787
1601,26.74247932434082
1602,26.744286060333252
1603,26.745373725891113
1604,26.6496262550354
1605,25.665788173675537
1606,26.799059867858887
1608,29.94965934753418
1609,29.537137508392334
1610,28.95386505126953
1611,25.164036750793457
1612,19.656457901000977
1613,22.074923515319824
1614,28.566658973693848
1615,30.320446014404297
1616,30.74122667312622
1617,31.422995567321777
1618,30.40329146385193
1619,23.69574999809265
1620,23.595872163772583
1622,23.493587732315063
1623,23.567017793655396
1624,23.549482345581055
1626,24.545745849609375
1627,24.69096040725708
1629,23.60495090484619
1630,26.109020233154297
1632,25.951847076416016
1633,26.286912441253662
1634,40.13724899291992
1635,40.56638479232788
1636,38.26675271987915
1637,38.210612297058105
1639,33.76742172241211
1640,33.6033091545105
1642,33.89269542694092
1643,31.294189929962158
1644,24.27252721786499
1645,28.118420124053955
1647,42.75278854370117
1648,43.17863607406616
1649,42.64554500579834
1650,42.96984314918518
1651,43.23969054222107
1652,43.97999119758606
1653,44.60006260871887
1654,54.39449715614319
1656,83.27745509147644
1657,87.76941466331482
1658,94.16719079017639
1659,105.89206790924072
1662,125.28178977966309
1663,125.73435115814209
1664,112.47420001029968
1666,117.44069933891296
1667,117.40371680259705
1668,117.61191630363464
1670,117.54497456550598
1671,117.19688820838928
1672,117.22306895256042
1673,117.22570300102234
1674,117.23978233337402
