,pc1,target,phase_label,year_glvar
0,20.673483738016795,67.597,1,1980
1,-69.57453884416233,88.868,1,1982
2,-79.61802669331735,31.294,1,1983
3,-172.87639755049722,27.303,1,1984
4,-40.93548275993393,104.175,1,1985
5,102.9731372189285,85.939,1,1986
6,38.12904547096884,87.189,1,1987
7,-0.374901687409917,58.181,1,1989
8,-83.05725693515777,43.995,1,1990
9,-14.547002877106612,22.764,1,1991
10,-0.4760351536632106,128.278,1,1992
11,-67.06336204621172,65.7,1,1993
12,-109.03522443365134,22.497,1,1995
13,82.83378622004045,98.744,1,1996
14,-18.544733561775505,54.355,1,1997
15,48.68814915976651,51.303,1,2000
16,74.09140808423166,153.639,1,2004
17,84.99275082171611,52.895,1,2007
18,-61.0737111233417,46.274,1,2009
19,190.62509620063653,123.29,1,2015
20,74.17400578158069,76.337,1,2019
0,117.29132288684025,37.258,2,1981
1,142.4199284628199,72.625,2,1988
2,27.438793752489797,89.989,2,1994
3,-64.16715444193872,67.593,2,1998
4,-41.19306392537032,99.367,2,1999
5,-4.925274448322857,107.73,2,2001
6,-143.87762707312007,146.934,2,2002
7,16.50328459600851,22.521,2,2003
8,-50.534421062330075,101.65,2,2005
9,-63.98565589732069,192.569,2,2006
10,63.77913531974447,114.817,2,2008
11,-67.80346775659822,146.264,2,2010
12,-27.396906502196273,128.736,2,2011
13,-1.7745419071892958,90.667,2,2012
14,153.4533590825833,40.892,2,2013
15,19.525905755268937,126.343,2,2014
16,8.15583670491688,57.581,2,2016
17,12.79795211889277,75.391,2,2017
18,34.86880614336169,94.606,2,2018
19,-38.19971987870076,91.375,2,2020
20,-92.37632925660668,99.275,2,2021
