,pc1,target,phase_label,year_glvar
0,-7.793152117987099,70.785,1,1980
1,236.75040263114172,133.083,1,1981
2,-2.2505293081211866,81.02,1,1983
3,-104.56590260020805,62.897,1,1984
4,-151.56743544518926,66.121,1,1985
5,130.46744395335836,80.055,1,1986
6,-44.70393395910353,101.191,1,1989
7,161.962521103545,89.11,1,1992
8,-195.02017999884526,13.215,1,1993
9,-52.328122940987306,22.462,1,1996
10,-125.88006455367369,28.956,1,1997
11,6.50590314628161,87.335,1,1999
12,83.91869712081348,60.097,1,2000
13,-5.574404251907317,47.676,1,2004
14,129.9094712200612,63.614,1,2005
15,-14.66555439323441,63.245,1,2006
16,-27.161734356588127,55.879,1,2009
17,-101.56212544121273,20.289,1,2011
18,58.62265560809198,29.574,1,2012
19,96.52392824750348,81.364,1,2018
20,-71.60050737995573,101.839,1,2019
0,29.65065003424126,72.01,2,1982
1,130.72332929240093,77.728,2,1987
2,260.0359202722976,114.519,2,1988
3,-214.31196742935407,25.981,2,1990
4,-343.99577205743634,29.05,2,1991
5,29.010431800664165,94.185,2,1994
6,-145.02803158164986,94.794,2,1995
7,62.366934083191374,89.451,2,1998
8,271.49574407638704,86.263,2,2001
9,-183.09890287691934,40.985,2,2002
10,126.80561349604025,22.165,2,2003
11,1.904963874334722,65.31,2,2007
12,174.99899737462752,110.582,2,2008
13,0.9622709294808793,56.222,2,2010
14,-2.589647471022979,46.14,2,2013
15,-127.20233025745975,34.11,2,2014
16,-288.7727538886329,61.79,2,2015
17,144.67303561674723,69.496,2,2016
18,-70.85351968129952,58.125,2,2017
19,-97.70393757832794,49.325,2,2020
20,240.9284834489018,54.855,2,2021
