,years,data,hindcast
0,1981,150.743,120.29796277144777
1,1983,59.157,87.19266703503311
2,1984,95.183,61.162310173896714
3,1985,36.531,23.10130459660681
4,1988,79.42,93.05001170728376
5,1989,78.906,75.35561089296502
6,1995,18.716,74.8550568767087
7,1996,73.76,74.67652340425519
8,1998,178.649,138.21801866454084
9,1999,65.748,83.16753117166166
10,2000,130.409,77.47530415227044
11,2007,38.236,62.27600385498421
12,2008,92.717,86.04031076413767
13,2010,76.197,63.54106521050075
14,2011,69.306,123.68137167566856
15,2012,131.109,134.42355148328355
16,2013,135.237,111.89970804828255
17,2016,57.946,92.4856615112378
18,2017,63.675,107.87721131425393
19,2020,137.807,121.59606434044257
20,2021,138.243,95.32175035053821
21,1980,107.769,96.8372088131357
22,1982,104.269,93.59682896439016
23,1986,94.807,100.21767613984234
24,1987,102.308,104.09782162154235
25,1990,70.054,75.61254361982465
26,1991,48.361,81.4853585116922
27,1992,99.88,71.57585234352007
28,1993,80.441,90.15873639615742
29,1994,97.19,95.12461559890365
30,1997,81.025,101.35238721583782
31,2001,73.237,72.7178083765423
32,2002,87.438,67.21812626225476
33,2003,74.576,56.41203102278537
34,2004,55.873,71.45527663245745
35,2005,58.746,71.0365887846832
36,2006,104.882,100.8207029830355
37,2009,74.388,76.2043886144136
38,2014,79.961,74.85918165606158
39,2015,34.891,55.726547137692855
40,2018,34.768,46.34762445224009
41,2019,119.963,81.96969485298703
