,beginning_day,beginning_month,beginning_year,MSSHF,SH,t2m,TCC,tp,UW,VW,msl,z
4673,18,10,1991,12.60622057461209,0.0005810092762985375,280.754835248057,0.7325513133154975,107.18392395973206,10.39869931049347,-0.5880126689910873,246.55348026205135,-928.8747540893849
4674,19,10,1991,12.605784592352974,0.0005914382690529687,280.6916327266693,0.7453562426673042,108.08216261863708,10.694179066530863,0.14637761472066416,255.31379267168072,-1188.7585335234487
4676,21,10,1991,12.994968323432078,0.0005871257195794943,280.48366672897345,0.7576851544698079,120.42986512184143,10.528445080841914,0.9434846413082563,270.7168516426524,-1750.0620587804788
4677,22,10,1991,12.58356574266222,0.0005903270437475987,280.2162607266744,0.760368079884847,120.3138792514801,10.631516812875535,1.0259798832575495,277.9512968175727,-2035.2311914140855
4678,23,10,1991,12.529530256483293,0.0006113644894210914,280.01975627619424,0.761179639731513,121.74855256080627,10.59301839252048,1.3583921654383355,288.56049866712596,-2310.7984278490876
4679,24,10,1991,12.552545718044708,0.0006349837371243409,279.86569966540867,0.7601452818128799,121.36769008636475,10.616013745774163,1.5103208187527142,306.0072102408136,-2565.0909108123074
4680,25,10,1991,12.645770739067927,0.0006330167585493801,279.6630158095466,0.7408657185448541,120.86605072021484,10.54948552600013,1.6794756667031197,324.7638756392659,-2827.4903886046154
4681,26,10,1991,12.686366135999894,0.0006366877518068219,279.465027473704,0.7573817832946776,120.84058427810669,10.781262208281623,1.7018891700532717,335.83553784455677,-3095.202461865909
4683,28,10,1991,13.264536755371095,0.0006662275115093957,279.4003460247464,0.783719670316908,121.88250041007996,11.774176904593576,1.842133523093331,347.18111522280265,-3553.5125633150215
4684,29,10,1991,13.73241349249946,0.000660078915242436,279.340542765469,0.7846852989620633,121.93905520439148,12.064492582045663,1.6008133202022992,348.6796744034705,-3729.5648359491133
4685,30,10,1991,14.257221452501087,0.0006541043782456397,279.25341445295544,0.7819448137495253,121.3355004787445,12.269356034342447,1.4169328254063942,347.30289637958015,-3894.8537982679063
4686,31,10,1991,14.444811823866106,0.0006339337644810405,279.09643613196477,0.7607454043918186,121.3805501461029,11.738773440445794,1.626112495676678,344.8745660439643,-4080.757292930316
4688,02,11,1991,11.289374287584094,0.0005858909815949267,278.55326833246016,0.7741897975073919,116.00749802589417,10.175083870718215,1.0998374022165949,342.215210350497,-4484.616303604998
4689,03,11,1991,9.291101165771487,0.0005699461329263761,278.2798282770369,0.7785599176194932,101.89641833305359,9.221284136772157,0.18227652005089823,340.0797991123656,-4693.6861634261295
4690,04,11,1991,8.848074337429473,0.0005735531835013055,278.2071548631456,0.785696124013265,93.64545512199402,8.668964247618781,-0.2549142170800086,339.8874129150704,-4893.327966789906
4691,05,11,1991,8.580639349365237,0.0005755534771597464,278.12092447950573,0.776507562552558,90.39942145347595,8.20020434405009,-0.9193495157241804,342.6103959395047,-5128.10760543486
4693,07,11,1991,6.414744352552628,0.0005248824083086873,277.71345998196074,0.7548277257283529,69.5970470905304,6.446613303226895,-0.8090312779956378,353.09237519403615,-5648.098214882771
4694,08,11,1991,5.103756373765735,0.0005100234492809296,277.5009968134986,0.7391805520375568,64.00820755958557,5.263294698121813,-1.0943737489700303,356.15153618846074,-5884.8452070137555
4695,09,11,1991,4.832986056179473,0.000526218849100895,277.34971483179726,0.7291920010884603,59.081506967544556,4.466349811426799,-1.0783813918219658,361.4311996416724,-6110.291156495142
4696,10,11,1991,4.530445152113175,0.000513325385491331,277.08682847815624,0.7066160538991292,56.0017626285553,3.631935551155938,-0.8366894479963498,367.26515144732826,-6331.847818005291
4697,11,11,1991,3.3314965664333784,0.00048695073818973123,276.80752872369555,0.6847986686706543,38.6085307598114,2.4223917359034224,-0.7388924994362708,370.7108072491241,-6534.87601955992
4698,12,11,1991,3.0793222283257404,0.0004698052114330742,276.6062552007463,0.6786400513543023,31.895191431045532,1.660170940844218,-1.0580494601779498,369.7583972947468,-6706.551709162267
4699,13,11,1991,3.058858161756729,0.0004902779964930207,276.44807586636017,0.670677452214559,29.0695378780365,0.8180920976638794,-1.7580921375274643,366.9713050301389,-6849.628320072125
4700,14,11,1991,3.3613040296766514,0.0004936010242253385,276.3222898108164,0.6500274080064562,27.053815603256226,0.5248950553046332,-1.6319997255961083,361.6534314830852,-6954.91129835794
4701,15,11,1991,3.357124614122181,0.0005037848809135413,276.14213351042,0.6409988677130805,24.205079317092896,0.5060652725007799,-0.9746950220319943,356.8510325525574,-7058.229185049519
4702,16,11,1991,3.475576304456925,0.0005088150869105725,276.1226410864936,0.6390481768714057,24.84630799293518,0.5963101483662924,-1.1797439659966347,352.1872543437346,-7186.581153498093
4703,17,11,1991,4.40779023505317,0.0005245328710736633,276.2160585110982,0.6421412657843695,30.11772847175598,0.916322417916192,-1.2939440522723709,349.4857555046977,-7325.2449192399245
4704,18,11,1991,6.045690090942385,0.0005246690373769322,276.2351573327382,0.6294953434414334,30.60342049598694,1.39987617310418,-2.0679192680782728,349.39984210942976,-7472.007291925278
4705,19,11,1991,8.280168926323787,0.0005451618102671596,276.35515685056055,0.6263891942342122,31.393540859222412,2.667845338842604,-2.199514030308192,355.63133366254607,-7621.859821254879
4707,21,11,1991,11.51130858561198,0.0005467422468812503,276.65480102678936,0.6325457400004069,36.29356622695923,4.88256041085985,-2.8872536179648494,377.12744973468364,-7956.48053428007
4708,22,11,1991,13.220385911729602,0.0005393966784212858,276.85745032585993,0.6278949846479628,39.922422885894775,6.02993042886522,-3.364837704552543,387.43624272666784,-8143.357528800335
4709,23,11,1991,15.106438249037001,0.0005092417547849638,276.9874751647949,0.6203668951670329,42.919525146484375,7.296868884595235,-3.4440651047600626,393.30026209505627,-8313.948913642782
4710,24,11,1991,16.289876469930014,0.0004891475178598739,277.0578576724582,0.6209453354305692,43.731191635131836,8.030913297949898,-4.405763998243542,397.87321542418584,-8444.515796261134
4712,26,11,1991,18.255793707614476,0.0004632367340232122,277.25435146060516,0.6177134676191541,43.59149789810181,8.34547812385559,-6.581277959993149,413.14698511031276,-8690.956547155543
4713,27,11,1991,18.934573825412325,0.00047578476931985276,277.274705916765,0.6303376278771294,43.37212777137756,7.970157510227627,-7.522478001679314,419.19280286905774,-8806.307722129613
4714,28,11,1991,18.8487768673367,0.000477831952549938,277.3072014937083,0.634740816201104,43.36865305900574,7.735932912063599,-7.858656442345512,426.3919713262126,-8927.277458946159
4715,29,11,1991,18.709798301866318,0.0004690011442320105,277.3858435794407,0.6413164161258273,43.56069779396057,7.790601463296678,-8.116765431107414,436.7009068826274,-9053.348742422522
4716,30,11,1991,18.473298447672526,0.00046807547249547697,277.47192628915576,0.6601034804026286,43.85634684562683,8.083293987761603,-8.669655159462822,450.4197178584355,-9185.55713838719
4717,01,12,1991,18.63156751708984,0.00046892076098317074,277.5013164641486,0.6603891075134277,44.17513823509216,8.492066437594096,-9.059861106300353,464.0677444913473,-9317.196164540343
4718,02,12,1991,20.01368130425347,0.0004885191110880038,277.6366486641778,0.6599568370395237,43.984614610672,9.227670056576198,-9.394213367907204,477.1011447174768,-9413.931993594908
4719,03,12,1991,21.27479914686415,0.0005040331758258516,277.8547568854438,0.6551261746300592,43.930036306381226,9.904357313092548,-9.234625957849289,489.14557788363516,-9471.601221378947
4720,04,12,1991,21.750626292249894,0.000494166798135393,277.8975209386614,0.652353370920817,43.76617884635925,10.723056648741828,-8.51820802892049,498.35540642255137,-9514.14178159574
4721,05,12,1991,22.37098523118761,0.0005063327099176099,277.9703717105018,0.6693067948659261,50.402339696884155,11.87241277487013,-7.7660716528786535,503.4556874060882,-9541.142120796429
4722,06,12,1991,23.10243207160102,0.0005342354277889879,278.1766538891262,0.691769055557251,60.89416527748108,13.048429983711241,-7.391642194769116,503.4511577175071,-9579.007323688962
4724,08,12,1991,24.303780087958444,0.0005543402170855693,278.3236397555034,0.707328874037001,62.216089963912964,14.470910120307074,-6.547435566245183,500.9195378860077,-9692.974970436226
4725,09,12,1991,25.53898530951606,0.0005571790678891374,278.5102508384281,0.7284846514383952,63.8665668964386,15.457613099098205,-5.992147166082593,500.61632096765425,-9789.310084259918
4726,10,12,1991,26.22201270955404,0.0005664344521071548,278.788512114758,0.7596160304599339,77.63710856437683,16.26187729547289,-5.368910874176024,503.592014550509,-9883.489274052241
4727,11,12,1991,26.477256549072266,0.0005676122039285373,278.9085354557462,0.7601145224253336,77.64340233802795,16.04651904288398,-5.629682943450079,509.2515273335211,-9992.537241508306
4728,12,12,1991,26.13636820000543,0.0005775938710487531,278.8440719871097,0.7554161852518717,77.5847327709198,15.494971908505757,-5.879963708029851,518.7083758046285,-10122.34067379207
4730,14,12,1991,25.10825519849989,0.0005719370547733484,278.94310011897613,0.7947279604170058,77.8438069820404,15.029964366700913,-7.118156221559311,542.0205174437958,-10420.561624278715
4732,16,12,1991,25.39960173780653,0.0005738590332906723,279.2719967435625,0.8133995602925619,77.50791382789612,14.146262603314717,-8.220074078347947,557.6169849475363,-10726.207709406492
4733,17,12,1991,25.06953163316515,0.0005533616792975408,279.2541447803074,0.8088304740481908,72.53257632255554,14.13354761123657,-8.592385117255315,562.966277486192,-10853.313929585642
4735,19,12,1991,21.852381652832037,0.000529555515131819,279.12614448301525,0.8162554631551107,57.63701581954956,12.525262255244785,-8.844484522544011,575.6674441678523,-11163.162882463537
4737,21,12,1991,19.014146271430125,0.0005083567293523629,278.93166032163833,0.8138861732059055,49.994473695755005,10.379814805136785,-8.511986658456589,579.7832249170981,-11432.335295640456
4738,22,12,1991,16.960061796400286,0.0004785680549813757,278.4847796090444,0.7859681454976399,44.48902106285095,8.756670009655421,-8.079605246183606,581.1533785783746,-11555.302765183958
4739,23,12,1991,14.528554329766168,0.00047078287104189556,278.0371481511434,0.7615175851186116,41.41081881523132,6.94173403585222,-8.042667661603291,579.88536730148,-11691.832113402386
4741,25,12,1991,12.098301315646703,0.00046218820484187343,277.4258910767449,0.7481877195570203,40.38524270057678,5.779110822402106,-5.833786607042947,567.9546879436492,-11981.056966751017
4742,26,12,1991,10.464764883422854,0.0004550648610220682,277.10779632462396,0.752153577846951,40.164512395858765,5.219108607991537,-5.0410986832088875,561.5997651309435,-12107.852988394268
4743,27,12,1991,10.53864300977919,0.0004410622928891927,276.9937527841356,0.7489010455661351,40.378920793533325,4.923631157875061,-4.950758184093898,561.9107508392,-12222.298378340767
4744,28,12,1991,10.914847481960722,0.00044715027188177474,276.88336680920924,0.7481669453514947,40.48604464530945,4.313971820831299,-5.031434285439384,566.2639248553007,-12333.005139341189
4745,29,12,1991,10.720882006496854,0.00044651556981121354,276.65654365776913,0.7353284982469347,40.37330603599548,3.6891878028869627,-4.793351487074957,568.7320191703609,-12420.458774916706
4746,30,12,1991,10.830569307454429,0.0004527190688648766,276.5184640984853,0.7301138551076254,40.06849551200867,3.3936145271301266,-4.700412299389308,569.3751419795482,-12467.895882663943
4747,31,12,1991,10.50666973436144,0.00044735459952956565,276.39492765875923,0.7307840520646837,39.82225823402405,3.0213108109580142,-4.589734739261202,567.0756547319181,-12517.200032152483
4748,01,01,1992,9.261627941555448,0.00042232376157831414,276.1842972334544,0.7310454988267686,40.01739954948425,2.511607114156087,-4.623634287410311,562.6054784061453,-12596.083857931353
4749,02,01,1992,8.022534374660918,0.0004063342719472126,275.8876788642459,0.7360853180779351,40.15350317955017,2.0655541459613374,-4.870827571974859,555.8229480866686,-12669.198180715175
4750,03,01,1992,7.313888995022245,0.0004149306685438104,275.7198497428894,0.7399333408355714,40.43332123756409,1.6681126956939696,-5.459113053703306,548.1550115425273,-12712.360218360476
4751,04,01,1992,7.869152733018666,0.00040113036167981964,275.6689442164951,0.7293527956220839,36.62665677070618,1.6485099950578477,-6.136381802262199,541.6338150550495,-12735.542604943774
4753,06,01,1992,6.948510189480254,0.0003940066791680175,275.45744463225475,0.7326747006310357,29.19631838798523,1.0572947604073417,-7.514229176245794,533.7831916494055,-12713.771195462154
4754,07,01,1992,7.0700722449408655,0.0003861535365591395,275.55676404533386,0.7284183912065295,29.061795949935913,0.7156760233773124,-8.1417696302202,529.542074991775,-12696.74593145174
4755,08,01,1992,6.2138261874728755,0.00036676811763611185,275.48908495801294,0.7078335672590467,27.408406496047974,0.3686169759326509,-8.605240193409388,523.1858640224648,-12677.427888402617
4756,09,01,1992,6.04069560207791,0.0003499424459533947,275.405777362442,0.6904055155012343,13.640267133712769,0.32439292695787203,-8.958203413793774,515.9441268754018,-12658.241051681114
4757,10,01,1992,6.638302887301976,0.00035151200993833277,275.48377448048063,0.7004081271277534,15.24813199043274,1.1484536728752985,-8.161284842024907,507.7550962105973,-12653.299744044267
4758,11,01,1992,7.403525565931535,0.00034747976292500197,275.71123345235185,0.7099064040713841,18.30271601676941,2.394736043294271,-8.136957317564221,498.655048174364,-12669.287073211199
4760,13,01,1992,7.99828516574436,0.00034233362492078385,276.01490392960443,0.7191539786444772,23.716802835464478,3.676796717622545,-7.0786826698515135,478.4271589731202,-12693.656741118899
4762,15,01,1992,8.69216912265354,0.00034118778614093546,276.0392977461497,0.7018532800038655,27.52978205680847,5.089521491029528,-6.164894680998059,453.8030499979286,-12745.253804032154
4763,16,01,1992,9.31943135884603,0.0003389859730664171,276.1055295497894,0.6947226193745931,30.714476823806763,5.502392831060622,-5.56693879087236,444.76162191433514,-12770.300097574634
4764,17,01,1992,9.3722823425293,0.0003255805616405105,276.01762339066397,0.6858446823120118,34.50704216957092,5.814481921068827,-5.4318791460673,433.5110954009029,-12758.281413554361
4765,18,01,1992,8.724455647786462,0.0003127388818533935,275.8532765171475,0.669132054901123,34.84396147727966,5.5698583561791315,-5.628832601229348,420.7645407925153,-12730.60002686911
4768,21,01,1992,8.322702921888565,0.0003135842879753543,275.8832524049123,0.67989958474901,32.62461471557617,6.156772932285732,-5.401430061001246,388.86288566749096,-12566.96883299558
4769,22,01,1992,8.83148532545302,0.0003225120699922059,276.1435909851074,0.7053168869866265,32.65856695175171,7.056171102629767,-5.637022271092731,380.8066670414643,-12498.29363767326
4770,23,01,1992,9.690742838880753,0.00035428995453846334,276.41574859907365,0.7356675711313884,33.20336723327637,8.01205978603363,-6.170762161996628,378.56939098650946,-12442.889920638878
4771,24,01,1992,10.609440985785593,0.00036682274370792553,276.7382976001316,0.7365272084977892,33.88487386703491,8.773415376112196,-7.011353376452126,379.6796073327771,-12388.079642321982
4772,25,01,1992,10.996483682250979,0.0003683727581935917,277.0146971370273,0.7399042394002279,33.744816303253174,9.034940578460693,-6.768268731435138,381.07129916183067,-12348.63922332491
4775,28,01,1992,9.434922951931425,0.000369815966590324,277.45989767481484,0.7506403302086724,33.35360860824585,10.631716861576503,-5.272362252214218,359.8450145717292,-12193.128914458699
4776,29,01,1992,9.249346048990889,0.0003761002393759289,277.6204700167338,0.7362426694658066,33.32893705368042,11.327153904469808,-5.1078999279234125,352.57205375806797,-12185.429681871063
4777,30,01,1992,9.887107580905495,0.00038925158383725097,277.8711636270311,0.7078115803612604,33.07819652557373,11.592613113996718,-5.052300835206771,349.3240027101679,-12157.17296233685
4778,31,01,1992,10.803668187459312,0.0003999278431437069,278.1613166058858,0.6817595266130235,33.31775379180908,11.647085935253566,-4.373273660723367,347.03775342203187,-12103.276656531212
4780,02,02,1992,12.181360867648658,0.00041351554086795024,278.62340856683517,0.6621977396647136,37.55659627914429,12.268386953608195,-4.540173895433212,358.8101659943532,-12053.954175909983
4781,03,02,1992,10.666606211683488,0.000417458552808628,278.7279093090057,0.6662847088707818,34.74766492843628,11.456838442993163,-4.000036308034259,363.6745288428688,-12027.260775988385
4782,04,02,1992,10.717118773735898,0.00041005238122038463,278.91405880919564,0.6627010080549453,34.58630180358887,10.928673588816325,-2.493341755082871,364.54283539385403,-11979.866377101502
4783,05,02,1992,9.67077678120931,0.0004061503287976393,278.931216627121,0.6541184869554307,35.48998260498047,10.899098209868535,-1.979134797943961,365.9185801190249,-11919.490743010267
4784,06,02,1992,9.54704916042752,0.0004118035131023791,278.9701181553735,0.6519304873996311,35.45335531234741,10.918044021373325,-1.2780606982549017,368.99182030282617,-11856.34883998977
4785,07,02,1992,8.835296882459854,0.0004084756164200422,279.05259140196904,0.6660608945210775,35.88762903213501,10.776349204720391,-0.937121400684779,372.9363571484357,-11791.173026463597
4786,08,02,1992,8.007227967325848,0.000411876367052178,279.13796779297724,0.6724736902448867,35.899827003479004,10.457463274934556,-1.1256149661170096,374.25676008885034,-11741.086325078002
4787,09,02,1992,7.375288384331598,0.0004241252411316812,279.2037132659488,0.682596193991767,39.33493518829346,10.595633908971148,-1.5094028834660833,372.51201558193003,-11659.319577129763
4788,10,02,1992,6.796078863186308,0.00042070438204658685,279.1966605914222,0.675913069152832,37.329498291015625,10.687267264238992,-1.8967002985000596,368.3091798373412,-11531.65823309531
4789,11,02,1992,8.237524806722007,0.00043747508872942387,279.24501829092236,0.6758851144578721,46.16996097564697,11.149272969351875,-1.8579528234481795,362.1070210080536,-11387.007861847962
4791,13,02,1992,7.780475726657445,0.00043629258200200206,279.0208733253479,0.6712226534525553,56.9999566078186,12.963752007505628,-4.42161692676544,364.19357482550777,-11134.901671699203
4792,14,02,1992,7.0381351138644765,0.00044565355810402833,278.94733383801776,0.6826493384043376,54.85643672943115,12.987470432874892,-5.003926067034402,370.0706961330647,-10995.134292449224
4793,15,02,1992,5.7836177266438815,0.0004583642153472725,278.9015209046682,0.6901948467254638,51.71548414230347,12.329995029173956,-5.793925147162541,372.8244309456354,-10880.357831184223
4794,16,02,1992,5.06889654405382,0.00046529776031809563,279.07183131963944,0.699003175608317,48.48588752746582,11.957260845311483,-5.5547975353876735,374.3927660971646,-10781.642381689768
4795,17,02,1992,5.49165222337511,0.0004791353947256122,279.3419284490798,0.714668087556627,48.74823045730591,12.285714309459262,-4.7928890449947765,377.46441723613697,-10677.547692187605
4796,18,02,1992,5.5710099171956395,0.0005161499253054482,279.6014585076226,0.7275213689592149,48.740078926086426,12.93362420135074,-5.0034867673238095,378.48433167078014,-10570.709870656226
4798,20,02,1992,6.813657642279733,0.0005282824223821447,280.0064966538747,0.7363375582800971,55.12379693984985,14.69915897477468,-4.558547847069633,380.00716315440246,-10338.63884186417
4799,21,02,1992,7.12311589525011,0.0005319800784482103,280.0706405674828,0.7325725479549833,63.11449337005615,15.432491243277656,-4.862174257130091,380.00923967719586,-10231.061711410439
4800,22,02,1992,6.224528635999892,0.0005050897019656342,280.09106866294013,0.7262865297529433,66.26825714111328,15.113433163261414,-4.610526934284632,372.53535854889026,-10124.784389319168
4801,23,02,1992,5.2978277631971595,0.0004883273685068022,280.05109382527667,0.7152207433488633,66.44376039505005,13.95629299820794,-4.63113581462436,359.96023042016884,-10018.511285417642
4803,25,02,1992,4.902979280938044,0.0004893531159098796,279.98199370384214,0.7086045078277589,75.81296920776367,13.618285084364148,-5.034219950718348,328.0935447920279,-9693.43775844715
4804,26,02,1992,4.507710462782119,0.0004786846626766785,279.93244379416575,0.6972219300587972,77.91296625137329,13.444913191583423,-5.5725397143257975,316.46765741314675,-9550.081262101456
4805,27,02,1992,3.779606108940974,0.0004903743844012007,279.803188234202,0.7011040367126464,79.09289646148682,13.70480544874403,-6.7516810613208325,309.48431695748195,-9379.634662113174
4807,29,02,1992,3.365126067437068,0.0004839308506929191,279.7030271349589,0.7456666333940294,83.11355257034302,13.434878960376315,-6.753762052112154,283.25749868710494,-9056.123405851517
4809,02,03,1992,2.3025287275526276,0.00048720290242965173,279.63812374784686,0.7818806839836969,84.9425299167633,12.072842404217191,-6.027596780967711,249.21905462926279,-8783.454175410905
4810,03,03,1992,0.989262936062285,0.0004771269252931398,279.60107606684363,0.7833364531199136,86.5540816783905,11.416256014463638,-5.449188012864853,224.98731133663864,-8635.07542420301
4813,06,03,1992,-1.2762082526312915,0.000458220985303904,279.32208451716104,0.7586735558403864,83.60609555244446,11.626347931819492,-6.014700691519841,162.09148216227348,-8277.823254177722
4814,07,03,1992,-1.9217813490125848,0.00046768031532371754,279.29304974882336,0.7677020737965902,84.21101975440979,11.60861643562317,-6.304404091750249,143.7737256218422,-8136.339759396466
4815,08,03,1992,-1.8504916436089391,0.0004777551484702056,279.3368726790534,0.7637649172888862,84.26087737083435,11.53927274746365,-6.190134174982705,125.96708689812928,-7979.645318235151
4816,09,03,1992,-1.552839794921873,0.00048126661987290116,279.4425054403517,0.7614340623219807,84.24627709388733,11.296533513641357,-6.118605520629881,109.8098987979793,-7828.451378441848
4817,10,03,1992,-2.095476535712346,0.0004658024853213609,279.50894790793524,0.7341673527611626,79.18990397453308,10.74170703587002,-6.552247760963438,97.59194583052162,-7702.360167417117
4818,11,03,1992,-2.79724975721571,0.0004887524047205123,279.62618107884725,0.7439482406192356,78.14028286933899,9.935000264951919,-6.211374547089469,89.00771512475924,-7584.259876176663
4819,12,03,1992,-5.336843315294051,0.00048780314462508034,279.6746765056186,0.7307074242062038,65.52606701850891,9.001751997333104,-6.1007489589267285,81.28945317848383,-7477.029269510136
4820,13,03,1992,-7.2312059183756485,0.0004865275393898995,279.77445660476684,0.7176283517201743,55.99629998207092,7.894529596307543,-5.247190375264483,71.82210953998235,-7367.111114571337
4821,14,03,1992,-7.350358700900605,0.00047918302476062866,279.8823888448503,0.7106134243859186,56.86012673377991,7.464282661098904,-4.323087738015915,61.00127351069026,-7229.1108397620665
4823,16,03,1992,-7.677649744669594,0.0004792722986011717,280.03405748223196,0.7137366335127088,65.22606778144836,7.3772915797551475,-2.5979220521291078,46.412931669152954,-6927.893603536384
4824,17,03,1992,-8.220919473605683,0.00047480825592856237,279.91427158949114,0.7114813410864935,67.37450528144836,7.33095847231547,-3.0212730334811724,39.16101209209326,-6784.42868842024
4826,19,03,1992,-7.796975760565862,0.00048511069614150736,279.9190832824707,0.7130871517605253,71.01637148857117,7.5805869661755025,-4.26281542356279,9.042596703461696,-6502.979621586277
4827,20,03,1992,-9.156500487942164,0.00047941749355822803,279.8919594292535,0.6923296144697402,68.27507996559143,7.6718710847006895,-4.647758093939885,-9.8893917116981,-6337.06040891712
4829,22,03,1992,-12.028423614841035,0.0004831584781311297,279.9841439999051,0.6881882472568088,55.94710421562195,6.7815037095811626,-4.3970207105000805,-41.69310737291761,-5949.160672344675
4831,24,03,1992,-12.456638006591794,0.0005189816344257351,280.27681449856226,0.7072166704813639,52.74659609794617,8.056159790907966,-4.198764300028481,-64.72081497294424,-5574.376338154157
4833,26,03,1992,-12.069315970187715,0.000551357308136802,280.72871576131183,0.7020790065341526,45.79558348655701,9.605743610127767,-3.157412217775979,-68.34031598368304,-5319.9868963029885
4834,27,03,1992,-11.020739665730792,0.0005753682096102339,280.9430244533963,0.7127902463701036,53.87376618385315,10.479337842581007,-2.1700746514638243,-66.30439548644334,-5203.54255715568
4835,28,03,1992,-10.9027279768202,0.0005711978215480081,281.160067702908,0.7101026639302572,53.42001795768738,11.07989459330241,-0.8908315195931309,-67.59431588299873,-5087.507404256596
4836,29,03,1992,-10.78428658582899,0.0005722190796330122,281.2918438245985,0.7137619086795384,62.8056275844574,11.222763357395594,-0.5600278929604406,-70.50306955081103,-4951.794120252234
4837,30,03,1992,-12.22042467888726,0.0005711489338786931,281.31102300347226,0.697030519909329,61.54770874977112,11.273235090298124,-1.1596299372567054,-75.12872899134737,-4797.340353754258
4838,31,03,1992,-12.979907084147134,0.0005795284590856479,281.38050007290315,0.6879117472330729,57.617363929748535,11.795587993537055,-1.885880883577133,-80.23460108520837,-4621.081752017875
4839,01,04,1992,-12.728274278767904,0.0005820828652144175,281.4979486005995,0.6787504012213812,67.21764850616455,12.44087336508433,-1.8909370484458057,-82.88307521364266,-4435.147341040337
4840,02,04,1992,-13.324626637776692,0.0005793769103698246,281.5753544080946,0.665886924870809,66.91672611236572,12.829127322705586,-1.9192365032407954,-82.248564061609,-4247.055961153235
4841,03,04,1992,-13.607584103732638,0.0005862275138415296,281.6515357164171,0.6659361785464816,65.91715621948242,12.647378249698216,-2.2697229809231207,-78.16001735699618,-4063.7232787951907
4842,04,04,1992,-13.946294848971894,0.0005990920530762701,281.7903009111193,0.6588012976328532,65.3852334022522,12.128526110627917,-2.3858427855809508,-74.10706009674294,-3871.2619173393327
4843,05,04,1992,-14.488355566406248,0.0006065446609337514,281.9524237664117,0.6419892392052545,65.05129432678223,12.006885161399842,-1.953659960683185,-71.05735717964346,-3684.0911987444906
4844,06,04,1992,-15.297450488281248,0.0006240906868039221,282.10302855088975,0.6362232188754611,64.44731855392456,11.929731251716614,-2.283861039076909,-68.63649487214941,-3497.194324261447
4845,07,04,1992,-15.45350355767144,0.0006464434340617421,282.23557286817766,0.6340562092675104,65.16359329223633,12.34795608897739,-2.6763120869530552,-69.14155879779162,-3302.5216169415357
4846,08,04,1992,-15.966139255099824,0.0006561141392544313,282.25812742580837,0.6405181488460965,66.44896697998047,13.755650991651748,-2.653482571262782,-75.37329092861538,-3079.427469916983
4848,10,04,1992,-15.891110348510741,0.000656527057602519,282.24769563157827,0.6708580618540446,82.55151128768921,15.98524250746833,-2.1852307598961707,-93.80891623014108,-2572.8033746271085
4849,11,04,1992,-16.147112980482312,0.0006428325065942771,282.24957891879615,0.6707629542456732,83.44954204559326,16.462468491660225,-2.139480610423616,-99.70318079226028,-2312.524051047205
4850,12,04,1992,-14.98243510233561,0.0006628107748526114,282.3269189331055,0.6883291636996799,83.75933933258057,16.760650469991898,-2.506614016448125,-104.80918219296711,-2025.7709138847158
4851,13,04,1992,-15.193066330295137,0.0006633376855591955,282.58140056762693,0.6886174360911052,79.38361263275146,16.511756224717033,-2.3344538592656434,-111.33919583436982,-1699.6333407447762
4852,14,04,1992,-14.517392054918075,0.0006567126100078894,282.9489795871311,0.6562624383290608,74.22857284545898,15.878273993322585,-2.0993499581230988,-119.84171719768692,-1356.6701593919886
4853,15,04,1992,-15.239774166870115,0.0006580147491224731,283.302738309394,0.6263885560777454,69.64800119400024,15.770437930043538,-1.840793597454493,-131.38356495358576,-1010.9359705560395
4855,17,04,1992,-17.892322232055662,0.000646629865180047,283.7270000257704,0.5803811488257514,63.78192377090454,15.45196330042945,-0.6239164140277419,-148.60411209724944,-288.03709923191826
4856,18,04,1992,-18.80365669589572,0.0006241689393940154,283.8733692023383,0.5521076792822943,62.35322713851929,14.897736358896891,-0.08423285658094426,-151.9465761504898,27.63640878116806
4858,20,04,1992,-17.31440085517035,0.0006054803788200742,284.5491867652045,0.5227680544959175,62.241902351379395,13.072559709760878,1.3286392383151602,-164.99461606858006,523.2324541068443
4861,23,04,1992,-16.671444099256725,0.0005774712762052028,285.5281149302165,0.4582195756276448,61.056649684906006,10.108773352135554,1.9170929538514898,-176.0661769395295,1262.4449306824808
4862,24,04,1992,-17.425759213935002,0.0005719509522266081,285.8268450653076,0.44045725788540313,61.44590997695923,9.068630825763279,1.940369706026715,-172.45485974169057,1523.7620189043762
4863,25,04,1992,-17.68123384162055,0.0005621292727610934,286.0895796145969,0.4335791686587864,60.19798183441162,7.741550286293029,1.5166374022589808,-172.94012081181057,1776.7575658115452
4864,26,04,1992,-18.577527321031358,0.0005360576545770528,286.31599338073727,0.4023922233581543,49.982810497283936,6.632051962131924,0.7367531336042636,-177.93019001432933,2026.5061580444233
4865,27,04,1992,-18.637555904134114,0.0005348137862084009,286.5847809268527,0.3935224461873373,49.241421699523926,5.502480388577779,0.7024485706753221,-184.23807385342258,2251.5817113751864
4866,28,04,1992,-18.38847227308485,0.000528673171778448,286.9668152659098,0.3853036866929796,38.4294376373291,4.958357498847113,0.48714847195943395,-187.1933993689713,2458.5544215005452
4867,29,04,1992,-17.779156616550022,0.0005398981581391127,287.30230476175944,0.3934794763776991,37.30388641357422,4.4586061551623875,0.8177786425908428,-187.8501677807725,2670.160501813847
