,years,data,hindcast
0,1984,27.303,47.178188348876446
1,1986,85.939,126.21552959921164
2,1987,87.189,95.33854502651636
3,1990,43.995,24.22712521825254
4,1991,22.764,20.82272518377551
5,1992,128.278,122.27675619428464
6,1993,65.7,97.8487756086148
7,1995,22.497,23.791349022832804
8,1996,98.744,115.41153401321591
9,1998,67.593,61.16359170931722
10,1999,99.367,88.0650833199397
11,2004,153.639,120.26271581422566
12,2006,192.569,117.28331617699024
13,2007,52.895,65.9139439985659
14,2009,46.274,59.14928181684775
15,2012,90.667,90.30063386357841
16,2013,40.892,23.964842806687024
17,2015,123.29,122.01995043470558
18,2016,57.581,76.55565278630677
19,2019,76.337,72.42884768229624
20,2020,91.375,104.66961137495869
21,1980,67.597,90.88940332577609
22,1981,37.258,71.50758161690175
23,1982,88.868,66.81782601381857
24,1983,31.294,54.762761695768276
25,1985,104.175,89.78447411537083
26,1988,72.625,71.97757571717707
27,1989,58.181,28.35871739346561
28,1994,89.989,81.90222265769879
29,1997,54.355,83.91701826480013
30,2000,51.303,50.34718621944563
31,2001,107.73,74.74369406817652
32,2002,146.934,114.24827902146214
33,2003,22.521,68.60228144921136
34,2005,101.65,118.92589928720606
35,2008,114.817,130.13004371181796
36,2010,146.264,129.53879368701206
37,2011,128.736,131.47414400479042
38,2014,126.343,116.54784527921832
39,2017,75.391,72.8299894944976
40,2018,94.606,84.49192384729997
41,2021,99.275,88.11433912908507
