,years,data,hindcast
0,1980,72.959,76.78136312992271
1,1981,79.103,80.49088466634991
2,1983,59.341,54.36313732074074
3,1984,78.441,71.71811332132607
4,1986,84.644,56.3977057384261
5,1988,43.995,62.33128639575431
6,1989,36.577,55.94792431853409
7,1992,114.02,107.06787453262609
8,1994,50.598,76.67147569589989
9,1997,56.974,72.91009321995918
10,1998,92.019,65.03831166847732
11,2002,88.661,87.36996234898245
12,2003,56.468,82.64028121244168
13,2007,63.658,51.539411131585865
14,2008,87.04,52.992461611278884
15,2009,119.023,95.49777530552633
16,2011,17.077,41.81503161493352
17,2012,62.3,74.29389190868228
18,2018,34.97,53.71557097810168
19,2019,74.313,66.98008534231064
20,2021,67.495,53.113358538140496
21,1982,70.765,106.5549816284694
22,1985,73.801,78.60526072838398
23,1987,110.221,100.10213276462991
24,1990,88.055,66.58843474180111
25,1991,121.381,106.03313347086231
26,1993,62.847,80.42304309848522
27,1995,32.26,68.78320957834924
28,1996,130.482,87.70821573659353
29,1999,52.177,60.19851900429934
30,2000,131.48,98.58622938354382
31,2001,85.69,94.03286441435861
32,2004,66.664,85.22268264683976
33,2005,66.791,72.24697291018812
34,2006,79.284,84.04580575490984
35,2010,80.795,51.95034427264842
36,2013,95.385,70.55103077214785
37,2014,64.116,73.17451828215388
38,2015,119.425,95.19894016401368
39,2016,75.849,78.64131252082298
40,2017,71.566,92.39407644722047
41,2020,45.381,73.37329167927821
