,loss,val_loss
0,4686.3935546875,1868.026611328125
1,1849.438232421875,1214.20751953125
2,1455.501953125,1026.1068115234375
3,1249.823974609375,911.0664672851562
4,1183.39794921875,849.2980346679688
5,1124.029296875,872.3970947265625
6,1144.911376953125,893.636962890625
7,1169.8809814453125,889.9263916015625
8,1100.070068359375,867.626953125
9,1096.9808349609375,835.6205444335938
10,1072.69189453125,858.1301879882812
11,1099.824462890625,859.1334838867188
12,1190.3154296875,950.3306274414062
13,1137.0194091796875,889.935791015625
14,1088.4752197265625,853.3634033203125
15,1025.7618408203125,864.8269653320312
16,1032.51171875,878.176513671875
17,1024.6600341796875,908.4424438476562
18,1010.8309936523438,877.5076904296875
19,1003.2427978515625,886.2237548828125
